d_week_seq1,round
5270,3.53
5270,3.53
5270,3.53
5270,3.53
5270,3.53
5270,3.53
5270,3.53
5271,1.04
5271,1.04
5271,1.04
5271,1.04
5271,1.04
5271,1.04
5271,1.04
5271,1.04
5271,1.04
5271,1.04
5271,1.04
5271,1.04
5271,1.04
5271,1.04
5271,1.04
5271,1.04
5271,1.04
5271,1.04
5271,1.04
5271,1.04
5271,1.04
5271,1.04
5271,1.04
5271,1.04
5271,1.04
5271,1.04
5271,1.04
5271,1.04
5271,1.04
5271,1.04
5271,1.04
5271,1.04
5271,1.04
5271,1.04
5271,1.04
5271,1.04
5271,1.04
5271,1.04
5271,1.04
5271,1.04
5271,1.04
5271,1.04
5271,1.04
5271,1.04
5271,1.04
5271,1.04
5271,1.04
5271,1.04
5271,1.04
5272,1.01
5272,1.01
5272,1.01
5272,1.01
5272,1.01
5272,1.01
5272,1.01
5272,1.01
5272,1.01
5272,1.01
5272,1.01
5272,1.01
5272,1.01
5272,1.01
5272,1.01
5272,1.01
5272,1.01
5272,1.01
5272,1.01
5272,1.01
5272,1.01
5272,1.01
5272,1.01
5272,1.01
5272,1.01
5272,1.01
5272,1.01
5272,1.01
5272,1.01
5272,1.01
5272,1.01
5272,1.01
5272,1.01
5272,1.01
5272,1.01
5272,1.01
5272,1.01
5272,1.01
5272,1.01
5272,1.01
5272,1.01
5272,1.01
5272,1.01
5272,1.01
5272,1.01
5272,1.01
5272,1.01
5272,1.01
5272,1.01
5273,0.95
5273,0.95
5273,0.95
5273,0.95
5273,0.95
5273,0.95
5273,0.95
5273,0.95
5273,0.95
5273,0.95
5273,0.95
5273,0.95
5273,0.95
5273,0.95
5273,0.95
5273,0.95
5273,0.95
5273,0.95
5273,0.95
5273,0.95
5273,0.95
5273,0.95
5273,0.95
5273,0.95
5273,0.95
5273,0.95
5273,0.95
5273,0.95
5273,0.95
5273,0.95
5273,0.95
5273,0.95
5273,0.95
5273,0.95
5273,0.95
5273,0.95
5273,0.95
5273,0.95
5273,0.95
5273,0.95
5273,0.95
5273,0.95
5273,0.95
5273,0.95
5273,0.95
5273,0.95
5273,0.95
5273,0.95
5273,0.95
5274,1.03
5274,1.03
5274,1.03
5274,1.03
5274,1.03
5274,1.03
5274,1.03
5274,1.03
5274,1.03
5274,1.03
5274,1.03
5274,1.03
5274,1.03
5274,1.03
5274,1.03
5274,1.03
5274,1.03
5274,1.03
5274,1.03
5274,1.03
5274,1.03
5274,1.03
5274,1.03
5274,1.03
5274,1.03
5274,1.03
5274,1.03
5274,1.03
5274,1.03
5274,1.03
5274,1.03
5274,1.03
5274,1.03
5274,1.03
5274,1.03
5274,1.03
5274,1.03
5274,1.03
5274,1.03
5274,1.03
5274,1.03
5274,1.03
5274,1.03
5274,1.03
5274,1.03
5274,1.03
5274,1.03
5274,1.03
5274,1.03
5275,1.03
5275,1.03
5275,1.03
5275,1.03
5275,1.03
5275,1.03
5275,1.03
5275,1.03
5275,1.03
5275,1.03
5275,1.03
5275,1.03
5275,1.03
5275,1.03
5275,1.03
5275,1.03
5275,1.03
5275,1.03
5275,1.03
5275,1.03
5275,1.03
5275,1.03
5275,1.03
5275,1.03
5275,1.03
5275,1.03
5275,1.03
5275,1.03
5275,1.03
5275,1.03
5275,1.03
5275,1.03
5275,1.03
5275,1.03
5275,1.03
5275,1.03
5275,1.03
5275,1.03
5275,1.03
5275,1.03
5275,1.03
5275,1.03
5275,1.03
5275,1.03
5275,1.03
5275,1.03
5275,1.03
5275,1.03
5275,1.03
5276,0.94
5276,0.94
5276,0.94
5276,0.94
5276,0.94
5276,0.94
5276,0.94
5276,0.94
5276,0.94
5276,0.94
5276,0.94
5276,0.94
5276,0.94
5276,0.94
5276,0.94
5276,0.94
5276,0.94
5276,0.94
5276,0.94
5276,0.94
5276,0.94
5276,0.94
5276,0.94
5276,0.94
5276,0.94
5276,0.94
5276,0.94
5276,0.94
5276,0.94
5276,0.94
5276,0.94
5276,0.94
5276,0.94
5276,0.94
5276,0.94
5276,0.94
5276,0.94
5276,0.94
5276,0.94
5276,0.94
5276,0.94
5276,0.94
5276,0.94
5276,0.94
5276,0.94
5276,0.94
5276,0.94
5276,0.94
5276,0.94
5277,0.95
5277,0.95
5277,0.95
5277,0.95
5277,0.95
5277,0.95
5277,0.95
5277,0.95
5277,0.95
5277,0.95
5277,0.95
5277,0.95
5277,0.95
5277,0.95
5277,0.95
5277,0.95
5277,0.95
5277,0.95
5277,0.95
5277,0.95
5277,0.95
5277,0.95
5277,0.95
5277,0.95
5277,0.95
5277,0.95
5277,0.95
5277,0.95
5277,0.95
5277,0.95
5277,0.95
5277,0.95
5277,0.95
5277,0.95
5277,0.95
5277,0.95
5277,0.95
5277,0.95
5277,0.95
5277,0.95
5277,0.95
5277,0.95
5277,0.95
5277,0.95
5277,0.95
5277,0.95
5277,0.95
5277,0.95
5277,0.95
5278,1.49
5278,1.49
5278,1.49
5278,1.49
5278,1.49
5278,1.49
5278,1.49
5278,1.49
5278,1.49
5278,1.49
5278,1.49
5278,1.49
5278,1.49
5278,1.49
5278,1.49
5278,1.49
5278,1.49
5278,1.49
5278,1.49
5278,1.49
5278,1.49
5278,1.49
5278,1.49
5278,1.49
5278,1.49
5278,1.49
5278,1.49
5278,1.49
5278,1.49
5278,1.49
5278,1.49
5278,1.49
5278,1.49
5278,1.49
5278,1.49
5278,1.49
5278,1.49
5278,1.49
5278,1.49
