?column?,d_week_seq1,s_store_id1,s_store_name1
0.4946823200821231,5153,AAAAAAAAACAAAAAA,able
0.4946823200821231,5153,AAAAAAAAACAAAAAA,able
0.4946823200821231,5153,AAAAAAAAACAAAAAA,able
0.4946823200821231,5153,AAAAAAAAACAAAAAA,able
0.4946823200821231,5153,AAAAAAAAACAAAAAA,able
0.4946823200821231,5153,AAAAAAAAACAAAAAA,able
0.4946823200821231,5153,AAAAAAAAACAAAAAA,able
0.4946823200821231,5153,AAAAAAAAACAAAAAA,able
0.4946823200821231,5153,AAAAAAAAACAAAAAA,able
0.4946823200821231,5153,AAAAAAAAACAAAAAA,able
0.4946823200821231,5153,AAAAAAAAACAAAAAA,able
0.4946823200821231,5153,AAAAAAAAACAAAAAA,able
0.4946823200821231,5153,AAAAAAAAACAAAAAA,able
0.4946823200821231,5153,AAAAAAAAACAAAAAA,able
0.4946823200821231,5153,AAAAAAAAACAAAAAA,able
0.4946823200821231,5153,AAAAAAAAACAAAAAA,able
0.4946823200821231,5153,AAAAAAAAACAAAAAA,able
0.4946823200821231,5153,AAAAAAAAACAAAAAA,able
0.4946823200821231,5153,AAAAAAAAACAAAAAA,able
0.4946823200821231,5153,AAAAAAAAACAAAAAA,able
1.3325882576637864,5154,AAAAAAAAACAAAAAA,able
1.3325882576637864,5154,AAAAAAAAACAAAAAA,able
1.3325882576637864,5154,AAAAAAAAACAAAAAA,able
1.3325882576637864,5154,AAAAAAAAACAAAAAA,able
1.3325882576637864,5154,AAAAAAAAACAAAAAA,able
1.3325882576637864,5154,AAAAAAAAACAAAAAA,able
1.3325882576637864,5154,AAAAAAAAACAAAAAA,able
1.3325882576637864,5154,AAAAAAAAACAAAAAA,able
1.3325882576637864,5154,AAAAAAAAACAAAAAA,able
1.3325882576637864,5154,AAAAAAAAACAAAAAA,able
1.3325882576637864,5154,AAAAAAAAACAAAAAA,able
1.3325882576637864,5154,AAAAAAAAACAAAAAA,able
1.3325882576637864,5154,AAAAAAAAACAAAAAA,able
1.3325882576637864,5154,AAAAAAAAACAAAAAA,able
1.3325882576637864,5154,AAAAAAAAACAAAAAA,able
1.3325882576637864,5154,AAAAAAAAACAAAAAA,able
1.3325882576637864,5154,AAAAAAAAACAAAAAA,able
1.3325882576637864,5154,AAAAAAAAACAAAAAA,able
1.3325882576637864,5154,AAAAAAAAACAAAAAA,able
1.3325882576637864,5154,AAAAAAAAACAAAAAA,able
1.3325882576637864,5154,AAAAAAAAACAAAAAA,able
1.3325882576637864,5154,AAAAAAAAACAAAAAA,able
1.3325882576637864,5154,AAAAAAAAACAAAAAA,able
1.3325882576637864,5154,AAAAAAAAACAAAAAA,able
1.3325882576637864,5154,AAAAAAAAACAAAAAA,able
1.3325882576637864,5154,AAAAAAAAACAAAAAA,able
1.3325882576637864,5154,AAAAAAAAACAAAAAA,able
1.3325882576637864,5154,AAAAAAAAACAAAAAA,able
1.3325882576637864,5154,AAAAAAAAACAAAAAA,able
1.3325882576637864,5154,AAAAAAAAACAAAAAA,able
1.3325882576637864,5154,AAAAAAAAACAAAAAA,able
1.3325882576637864,5154,AAAAAAAAACAAAAAA,able
1.3325882576637864,5154,AAAAAAAAACAAAAAA,able
1.3325882576637864,5154,AAAAAAAAACAAAAAA,able
1.3325882576637864,5154,AAAAAAAAACAAAAAA,able
1.3325882576637864,5154,AAAAAAAAACAAAAAA,able
1.3325882576637864,5154,AAAAAAAAACAAAAAA,able
1.3325882576637864,5154,AAAAAAAAACAAAAAA,able
1.3325882576637864,5154,AAAAAAAAACAAAAAA,able
1.3325882576637864,5154,AAAAAAAAACAAAAAA,able
1.3325882576637864,5154,AAAAAAAAACAAAAAA,able
1.3325882576637864,5154,AAAAAAAAACAAAAAA,able
1.3325882576637864,5154,AAAAAAAAACAAAAAA,able
1.3325882576637864,5154,AAAAAAAAACAAAAAA,able
1.3325882576637864,5154,AAAAAAAAACAAAAAA,able
1.3325882576637864,5154,AAAAAAAAACAAAAAA,able
1.3325882576637864,5154,AAAAAAAAACAAAAAA,able
1.3325882576637864,5154,AAAAAAAAACAAAAAA,able
1.3325882576637864,5154,AAAAAAAAACAAAAAA,able
0.7415497565234185,5155,AAAAAAAAACAAAAAA,able
0.7415497565234185,5155,AAAAAAAAACAAAAAA,able
0.7415497565234185,5155,AAAAAAAAACAAAAAA,able
0.7415497565234185,5155,AAAAAAAAACAAAAAA,able
0.7415497565234185,5155,AAAAAAAAACAAAAAA,able
0.7415497565234185,5155,AAAAAAAAACAAAAAA,able
0.7415497565234185,5155,AAAAAAAAACAAAAAA,able
0.7415497565234185,5155,AAAAAAAAACAAAAAA,able
0.7415497565234185,5155,AAAAAAAAACAAAAAA,able
0.7415497565234185,5155,AAAAAAAAACAAAAAA,able
0.7415497565234185,5155,AAAAAAAAACAAAAAA,able
0.7415497565234185,5155,AAAAAAAAACAAAAAA,able
0.7415497565234185,5155,AAAAAAAAACAAAAAA,able
0.7415497565234185,5155,AAAAAAAAACAAAAAA,able
0.7415497565234185,5155,AAAAAAAAACAAAAAA,able
0.7415497565234185,5155,AAAAAAAAACAAAAAA,able
0.7415497565234185,5155,AAAAAAAAACAAAAAA,able
0.7415497565234185,5155,AAAAAAAAACAAAAAA,able
