d_week_seq1,round
5270,3.45
5270,3.45
5270,3.45
5270,3.45
5270,3.45
5270,3.45
5270,3.45
5271,1.01
5271,1.01
5271,1.01
5271,1.01
5271,1.01
5271,1.01
5271,1.01
5271,1.01
5271,1.01
5271,1.01
5271,1.01
5271,1.01
5271,1.01
5271,1.01
5271,1.01
5271,1.01
5271,1.01
5271,1.01
5271,1.01
5271,1.01
5271,1.01
5271,1.01
5271,1.01
5271,1.01
5271,1.01
5271,1.01
5271,1.01
5271,1.01
5271,1.01
5271,1.01
5271,1.01
5271,1.01
5271,1.01
5271,1.01
5271,1.01
5271,1.01
5271,1.01
5271,1.01
5271,1.01
5271,1.01
5271,1.01
5271,1.01
5271,1.01
5271,1.01
5271,1.01
5271,1.01
5271,1.01
5271,1.01
5271,1.01
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5273,1.0
5273,1.0
5273,1.0
5273,1.0
5273,1.0
5273,1.0
5273,1.0
5273,1.0
5273,1.0
5273,1.0
5273,1.0
5273,1.0
5273,1.0
5273,1.0
5273,1.0
5273,1.0
5273,1.0
5273,1.0
5273,1.0
5273,1.0
5273,1.0
5273,1.0
5273,1.0
5273,1.0
5273,1.0
5273,1.0
5273,1.0
5273,1.0
5273,1.0
5273,1.0
5273,1.0
5273,1.0
5273,1.0
5273,1.0
5273,1.0
5273,1.0
5273,1.0
5273,1.0
5273,1.0
5273,1.0
5273,1.0
5273,1.0
5273,1.0
5273,1.0
5273,1.0
5273,1.0
5273,1.0
5273,1.0
5273,1.0
5274,1.0
5274,1.0
5274,1.0
5274,1.0
5274,1.0
5274,1.0
5274,1.0
5274,1.0
5274,1.0
5274,1.0
5274,1.0
5274,1.0
5274,1.0
5274,1.0
5274,1.0
5274,1.0
5274,1.0
5274,1.0
5274,1.0
5274,1.0
5274,1.0
5274,1.0
5274,1.0
5274,1.0
5274,1.0
5274,1.0
5274,1.0
5274,1.0
5274,1.0
5274,1.0
5274,1.0
5274,1.0
5274,1.0
5274,1.0
5274,1.0
5274,1.0
5274,1.0
5274,1.0
5274,1.0
5274,1.0
5274,1.0
5274,1.0
5274,1.0
5274,1.0
5274,1.0
5274,1.0
5274,1.0
5274,1.0
5274,1.0
5275,1.0
5275,1.0
5275,1.0
5275,1.0
5275,1.0
5275,1.0
5275,1.0
5275,1.0
5275,1.0
5275,1.0
5275,1.0
5275,1.0
5275,1.0
5275,1.0
5275,1.0
5275,1.0
5275,1.0
5275,1.0
5275,1.0
5275,1.0
5275,1.0
5275,1.0
5275,1.0
5275,1.0
5275,1.0
5275,1.0
5275,1.0
5275,1.0
5275,1.0
5275,1.0
5275,1.0
5275,1.0
5275,1.0
5275,1.0
5275,1.0
5275,1.0
5275,1.0
5275,1.0
5275,1.0
5275,1.0
5275,1.0
5275,1.0
5275,1.0
5275,1.0
5275,1.0
5275,1.0
5275,1.0
5275,1.0
5275,1.0
5276,1.01
5276,1.01
5276,1.01
5276,1.01
5276,1.01
5276,1.01
5276,1.01
5276,1.01
5276,1.01
5276,1.01
5276,1.01
5276,1.01
5276,1.01
5276,1.01
5276,1.01
5276,1.01
5276,1.01
5276,1.01
5276,1.01
5276,1.01
5276,1.01
5276,1.01
5276,1.01
5276,1.01
5276,1.01
5276,1.01
5276,1.01
5276,1.01
5276,1.01
5276,1.01
5276,1.01
5276,1.01
5276,1.01
5276,1.01
5276,1.01
5276,1.01
5276,1.01
5276,1.01
5276,1.01
5276,1.01
5276,1.01
5276,1.01
5276,1.01
5276,1.01
5276,1.01
5276,1.01
5276,1.01
5276,1.01
5276,1.01
5277,1.0
5277,1.0
5277,1.0
5277,1.0
5277,1.0
5277,1.0
5277,1.0
5277,1.0
5277,1.0
5277,1.0
5277,1.0
5277,1.0
5277,1.0
5277,1.0
5277,1.0
5277,1.0
5277,1.0
5277,1.0
5277,1.0
5277,1.0
5277,1.0
5277,1.0
5277,1.0
5277,1.0
5277,1.0
5277,1.0
5277,1.0
5277,1.0
5277,1.0
5277,1.0
5277,1.0
5277,1.0
5277,1.0
5277,1.0
5277,1.0
5277,1.0
5277,1.0
5277,1.0
5277,1.0
5277,1.0
5277,1.0
5277,1.0
5277,1.0
5277,1.0
5277,1.0
5277,1.0
5277,1.0
5277,1.0
5277,1.0
5278,1.5
5278,1.5
5278,1.5
5278,1.5
5278,1.5
5278,1.5
5278,1.5
5278,1.5
5278,1.5
5278,1.5
5278,1.5
5278,1.5
5278,1.5
5278,1.5
5278,1.5
5278,1.5
5278,1.5
5278,1.5
5278,1.5
5278,1.5
5278,1.5
5278,1.5
5278,1.5
5278,1.5
5278,1.5
5278,1.5
5278,1.5
5278,1.5
5278,1.5
5278,1.5
5278,1.5
5278,1.5
5278,1.5
5278,1.5
5278,1.5
5278,1.5
5278,1.5
5278,1.5
5278,1.5
5278,1.5
5278,1.5
5278,1.5
5278,1.5
5278,1.5
5278,1.5
5278,1.5
5278,1.5
5278,1.5
5278,1.5
5279,1.0
5279,1.0
5279,1.0
5279,1.0
5279,1.0
5279,1.0
5279,1.0
5279,1.0
5279,1.0
5279,1.0
5279,1.0
5279,1.0
5279,1.0
5279,1.0
5279,1.0
5279,1.0
5279,1.0
5279,1.0
5279,1.0
5279,1.0
5279,1.0
5279,1.0
5279,1.0
5279,1.0
5279,1.0
5279,1.0
5279,1.0
5279,1.0
5279,1.0
5279,1.0
5279,1.0
5279,1.0
5279,1.0
5279,1.0
5279,1.0
5279,1.0
5279,1.0
5279,1.0
5279,1.0
5279,1.0
5279,1.0
5279,1.0
5279,1.0
5279,1.0
5279,1.0
5279,1.0
5279,1.0
5279,1.0
5279,1.0
5280,1.0
5280,1.0
5280,1.0
5280,1.0
5280,1.0
5280,1.0
5280,1.0
5280,1.0
5280,1.0
5280,1.0
5280,1.0
5280,1.0
5280,1.0
5280,1.0
5280,1.0
5280,1.0
5280,1.0
5280,1.0
5280,1.0
5280,1.0
5280,1.0
5280,1.0
5280,1.0
5280,1.0
5280,1.0
5280,1.0
5280,1.0
5280,1.0
5280,1.0
5280,1.0
5280,1.0
5280,1.0
5280,1.0
5280,1.0
5280,1.0
5280,1.0
5280,1.0
5280,1.0
5280,1.0
5280,1.0
5280,1.0
5280,1.0
5280,1.0
5280,1.0
5280,1.0
5280,1.0
5280,1.0
5280,1.0
5280,1.0
5281,1.0
5281,1.0
5281,1.0
5281,1.0
5281,1.0
5281,1.0
5281,1.0
5281,1.0
5281,1.0
5281,1.0
5281,1.0
5281,1.0
5281,1.0
5281,1.0
5281,1.0
5281,1.0
5281,1.0
5281,1.0
5281,1.0
5281,1.0
5281,1.0
5281,1.0
5281,1.0
5281,1.0
5281,1.0
5281,1.0
5281,1.0
5281,1.0
5281,1.0
5281,1.0
5281,1.0
5281,1.0
5281,1.0
5281,1.0
5281,1.0
5281,1.0
5281,1.0
5281,1.0
5281,1.0
5281,1.0
5281,1.0
5281,1.0
5281,1.0
5281,1.0
5281,1.0
5281,1.0
5281,1.0
5281,1.0
5281,1.0
5282,1.0
5282,1.0
5282,1.0
5282,1.0
5282,1.0
5282,1.0
5282,1.0
5282,1.0
5282,1.0
5282,1.0
5282,1.0
5282,1.0
5282,1.0
5282,1.0
5282,1.0
5282,1.0
5282,1.0
5282,1.0
5282,1.0
5282,1.0
5282,1.0
5282,1.0
5282,1.0
5282,1.0
5282,1.0
5282,1.0
5282,1.0
5282,1.0
5282,1.0
5282,1.0
5282,1.0
5282,1.0
5282,1.0
5282,1.0
5282,1.0
5282,1.0
5282,1.0
5282,1.0
5282,1.0
5282,1.0
5282,1.0
5282,1.0
5282,1.0
5282,1.0
5282,1.0
5282,1.0
5282,1.0
5282,1.0
5282,1.0
5283,1.0
5283,1.0
5283,1.0
5283,1.0
5283,1.0
5283,1.0
5283,1.0
5283,1.0
5283,1.0
5283,1.0
5283,1.0
5283,1.0
5283,1.0
5283,1.0
5283,1.0
5283,1.0
5283,1.0
5283,1.0
5283,1.0
5283,1.0
5283,1.0
5283,1.0
5283,1.0
5283,1.0
5283,1.0
5283,1.0
5283,1.0
5283,1.0
5283,1.0
5283,1.0
5283,1.0
5283,1.0
5283,1.0
5283,1.0
5283,1.0
5283,1.0
5283,1.0
5283,1.0
5283,1.0
5283,1.0
5283,1.0
5283,1.0
5283,1.0
5283,1.0
5283,1.0
5283,1.0
5283,1.0
5283,1.0
5283,1.0
5284,1.0
5284,1.0
5284,1.0
5284,1.0
5284,1.0
5284,1.0
5284,1.0
5284,1.0
5284,1.0
5284,1.0
5284,1.0
5284,1.0
5284,1.0
5284,1.0
5284,1.0
5284,1.0
5284,1.0
5284,1.0
5284,1.0
5284,1.0
5284,1.0
5284,1.0
5284,1.0
5284,1.0
5284,1.0
5284,1.0
5284,1.0
5284,1.0
5284,1.0
5284,1.0
5284,1.0
5284,1.0
5284,1.0
5284,1.0
5284,1.0
5284,1.0
5284,1.0
5284,1.0
5284,1.0
5284,1.0
5284,1.0
5284,1.0
5284,1.0
5284,1.0
5284,1.0
5284,1.0
5284,1.0
5284,1.0
5284,1.0
5285,1.0
5285,1.0
5285,1.0
5285,1.0
5285,1.0
5285,1.0
5285,1.0
5285,1.0
5285,1.0
5285,1.0
5285,1.0
5285,1.0
5285,1.0
5285,1.0
5285,1.0
5285,1.0
5285,1.0
5285,1.0
5285,1.0
5285,1.0
5285,1.0
5285,1.0
5285,1.0
5285,1.0
5285,1.0
5285,1.0
5285,1.0
5285,1.0
5285,1.0
5285,1.0
5285,1.0
5285,1.0
5285,1.0
5285,1.0
5285,1.0
5285,1.0
5285,1.0
5285,1.0
5285,1.0
5285,1.0
5285,1.0
5285,1.0
5285,1.0
5285,1.0
5285,1.0
5285,1.0
5285,1.0
5285,1.0
5285,1.0
5286,1.01
5286,1.01
5286,1.01
5286,1.01
5286,1.01
5286,1.01
5286,1.01
5286,1.01
5286,1.01
5286,1.01
5286,1.01
5286,1.01
5286,1.01
5286,1.01
5286,1.01
5286,1.01
5286,1.01
5286,1.01
5286,1.01
5286,1.01
5286,1.01
5286,1.01
5286,1.01
5286,1.01
5286,1.01
5286,1.01
5286,1.01
5286,1.01
5286,1.01
5286,1.01
5286,1.01
5286,1.01
5286,1.01
5286,1.01
5286,1.01
5286,1.01
5286,1.01
5286,1.01
5286,1.01
5286,1.01
5286,1.01
5286,1.01
5286,1.01
5286,1.01
5286,1.01
5286,1.01
5286,1.01
5286,1.01
5286,1.01
5287,1.0
5287,1.0
5287,1.0
5287,1.0
5287,1.0
5287,1.0
5287,1.0
5287,1.0
5287,1.0
5287,1.0
5287,1.0
5287,1.0
5287,1.0
5287,1.0
5287,1.0
5287,1.0
5287,1.0
5287,1.0
5287,1.0
5287,1.0
5287,1.0
5287,1.0
5287,1.0
5287,1.0
5287,1.0
5287,1.0
5287,1.0
5287,1.0
5287,1.0
5287,1.0
5287,1.0
5287,1.0
5287,1.0
5287,1.0
5287,1.0
5287,1.0
5287,1.0
5287,1.0
5287,1.0
5287,1.0
5287,1.0
5287,1.0
5287,1.0
5287,1.0
5287,1.0
5287,1.0
5287,1.0
5287,1.0
5287,1.0
5288,1.0
5288,1.0
5288,1.0
5288,1.0
5288,1.0
5288,1.0
5288,1.0
5288,1.0
5288,1.0
5288,1.0
5288,1.0
5288,1.0
5288,1.0
5288,1.0
5288,1.0
5288,1.0
5288,1.0
5288,1.0
5288,1.0
5288,1.0
5288,1.0
5288,1.0
5288,1.0
5288,1.0
5288,1.0
5288,1.0
5288,1.0
5288,1.0
5288,1.0
5288,1.0
5288,1.0
5288,1.0
5288,1.0
5288,1.0
5288,1.0
5288,1.0
5288,1.0
5288,1.0
5288,1.0
5288,1.0
5288,1.0
5288,1.0
5288,1.0
5288,1.0
5288,1.0
5288,1.0
5288,1.0
5288,1.0
5288,1.0
5289,1.0
5289,1.0
5289,1.0
5289,1.0
5289,1.0
5289,1.0
5289,1.0
5289,1.0
5289,1.0
5289,1.0
5289,1.0
5289,1.0
5289,1.0
5289,1.0
5289,1.0
5289,1.0
5289,1.0
5289,1.0
5289,1.0
5289,1.0
5289,1.0
5289,1.0
5289,1.0
5289,1.0
5289,1.0
5289,1.0
5289,1.0
5289,1.0
5289,1.0
5289,1.0
5289,1.0
5289,1.0
5289,1.0
5289,1.0
5289,1.0
5289,1.0
5289,1.0
5289,1.0
5289,1.0
5289,1.0
5289,1.0
5289,1.0
5289,1.0
5289,1.0
5289,1.0
5289,1.0
5289,1.0
5289,1.0
5289,1.0
5290,1.0
5290,1.0
5290,1.0
5290,1.0
5290,1.0
5290,1.0
5290,1.0
5290,1.0
5290,1.0
5290,1.0
5290,1.0
5290,1.0
5290,1.0
5290,1.0
5290,1.0
5290,1.0
5290,1.0
5290,1.0
5290,1.0
5290,1.0
5290,1.0
5290,1.0
5290,1.0
5290,1.0
5290,1.0
5290,1.0
5290,1.0
5290,1.0
5290,1.0
5290,1.0
5290,1.0
5290,1.0
5290,1.0
5290,1.0
5290,1.0
5290,1.0
5290,1.0
5290,1.0
5290,1.0
5290,1.0
5290,1.0
5290,1.0
5290,1.0
5290,1.0
5290,1.0
5290,1.0
5290,1.0
5290,1.0
5290,1.0
5291,1.01
5291,1.01
5291,1.01
5291,1.01
5291,1.01
5291,1.01
5291,1.01
5291,1.01
5291,1.01
5291,1.01
5291,1.01
5291,1.01
5291,1.01
5291,1.01
5291,1.01
5291,1.01
5291,1.01
5291,1.01
5291,1.01
5291,1.01
5291,1.01
5291,1.01
5291,1.01
5291,1.01
5291,1.01
5291,1.01
5291,1.01
5291,1.01
5291,1.01
5291,1.01
5291,1.01
5291,1.01
5291,1.01
5291,1.01
5291,1.01
5291,1.01
5291,1.01
5291,1.01
5291,1.01
5291,1.01
5291,1.01
5291,1.01
5291,1.01
5291,1.01
5291,1.01
5291,1.01
5291,1.01
5291,1.01
5291,1.01
5292,1.0
5292,1.0
5292,1.0
5292,1.0
5292,1.0
5292,1.0
5292,1.0
5292,1.0
5292,1.0
5292,1.0
5292,1.0
5292,1.0
5292,1.0
5292,1.0
5292,1.0
5292,1.0
5292,1.0
5292,1.0
5292,1.0
5292,1.0
5292,1.0
5292,1.0
5292,1.0
5292,1.0
5292,1.0
5292,1.0
5292,1.0
