d_week_seq1,round
5270,3.49
5270,3.49
5270,3.49
5270,3.49
5270,3.49
5270,3.49
5270,3.49
5271,0.99
5271,0.99
5271,0.99
5271,0.99
5271,0.99
5271,0.99
5271,0.99
5271,0.99
5271,0.99
5271,0.99
5271,0.99
5271,0.99
5271,0.99
5271,0.99
5271,0.99
5271,0.99
5271,0.99
5271,0.99
5271,0.99
5271,0.99
5271,0.99
5271,0.99
5271,0.99
5271,0.99
5271,0.99
5271,0.99
5271,0.99
5271,0.99
5271,0.99
5271,0.99
5271,0.99
5271,0.99
5271,0.99
5271,0.99
5271,0.99
5271,0.99
5271,0.99
5271,0.99
5271,0.99
5271,0.99
5271,0.99
5271,0.99
5271,0.99
5271,0.99
5271,0.99
5271,0.99
5271,0.99
5271,0.99
5271,0.99
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5272,1.0
5273,0.98
5273,0.98
5273,0.98
5273,0.98
5273,0.98
5273,0.98
5273,0.98
5273,0.98
5273,0.98
5273,0.98
5273,0.98
5273,0.98
5273,0.98
5273,0.98
5273,0.98
5273,0.98
5273,0.98
5273,0.98
5273,0.98
5273,0.98
5273,0.98
5273,0.98
5273,0.98
5273,0.98
5273,0.98
5273,0.98
5273,0.98
5273,0.98
5273,0.98
5273,0.98
5273,0.98
5273,0.98
5273,0.98
5273,0.98
5273,0.98
5273,0.98
5273,0.98
5273,0.98
5273,0.98
5273,0.98
5273,0.98
5273,0.98
5273,0.98
5273,0.98
5273,0.98
5273,0.98
5273,0.98
5273,0.98
5273,0.98
5274,1.01
5274,1.01
5274,1.01
5274,1.01
5274,1.01
5274,1.01
5274,1.01
5274,1.01
5274,1.01
5274,1.01
5274,1.01
5274,1.01
5274,1.01
5274,1.01
5274,1.01
5274,1.01
5274,1.01
5274,1.01
5274,1.01
5274,1.01
5274,1.01
5274,1.01
5274,1.01
5274,1.01
5274,1.01
5274,1.01
5274,1.01
5274,1.01
5274,1.01
5274,1.01
5274,1.01
5274,1.01
5274,1.01
5274,1.01
5274,1.01
5274,1.01
5274,1.01
5274,1.01
5274,1.01
5274,1.01
5274,1.01
5274,1.01
5274,1.01
5274,1.01
5274,1.01
5274,1.01
5274,1.01
5274,1.01
5274,1.01
5275,1.0
5275,1.0
5275,1.0
5275,1.0
5275,1.0
5275,1.0
5275,1.0
5275,1.0
5275,1.0
5275,1.0
5275,1.0
5275,1.0
5275,1.0
5275,1.0
5275,1.0
5275,1.0
5275,1.0
5275,1.0
5275,1.0
5275,1.0
5275,1.0
5275,1.0
5275,1.0
5275,1.0
